-2.5014122426486027e+08,-3.16635718356077e+08,3.614496125597687e+07
-3.049756766227921e+08,-1.4271116741060108e+08,3.2413474724795803e+07
2.4901061711358342e+08,-1.5039954498752183e+08,-5.998357171611069e+06
6.918192463162637e+07,-4.907129116570037e+08,-3.4008057045507836e+06
-4.8168120413119626e+08,1.82521284153963e+08,2.0314404596487149e+06
2.599281994942851e+08,2.1477781426140672e+08,2.8831606519254845e+07
2.9953681503630614e+08,1.015292845717057e+08,-4.158959303128811e+07
3.485790251258181e+08,-1.4033650082397252e+08,-1.8838398582775403e+07
-3.633917227860513e+08,-3.945763002505082e+07,6.1336136466386676e+07
-2.98414884107122e+08,-2.621855803345256e+08,5.24786727259162e+07
-3.0888362181192976e+08,-1.8429540665390396e+08,-1.2140405038737223e+07
8.20300296495994e+07,-4.088472037417341e+08,-9.167647930822961e+06
6.379478584222177e+07,-4.709758072037128e+08,-9.587803620052718e+07
4.6393650303908175e+08,1.437983088727935e+08,1.7407438347906433e+07
-8.61941094828631e+07,-3.655035465616845e+08,1.234570031749709e+08
-3.218839013563478e+07,4.6114399366760623e+08,-2.8340862582034157e+06
7.44661020278421e+06,-5.117868561537439e+08,-2.7002275493329473e+07
2.163269376919752e+08,-2.1459083515311307e+08,4.566229701301981e+07
2.717977713318933e+08,-2.4939739690817294e+08,3.0271234367914446e+07
4.598089675117303e+08,-2.3152227125055185e+08,3.249684443555281e+07
3.1949802855317014e+08,2.6515043398292634e+08,-175353.9677011804
-3.3631939479630744e+08,4.908170735017063e+07,3.0872125108715743e+06
1.0496984416213784e+08,2.5399012174441248e+08,-1.5727137812522462e+07
3.3990991217984277e+08,-9.051367578709441e+07,-7.502527261402291e+07
-3.731012463218008e+08,-2.4954132859955937e+07,-2.9078769461737327e+07
2.726950064252687e+08,-3.9947701719577205e+08,-5.0506682201080374e+07
2.3791895142686826e+08,-3.617963802226063e+08,4.90114026726208e+07
