2.4940120750116104e+08,-3.281630614362824e+08,8.643278563475853e+06
-2.2234530580327052e+08,-2.8302346847907025e+08,6.882915285995717e+06
-3.739608045137938e+08,2.5068811097716942e+08,-3.137774183052724e+07
-3.497492768479116e+08,8.321399017465168e+07,-5.003507044557722e+06
-3.1062767330212206e+07,3.3411622271585786e+08,-4.275204375363801e+07
4.3459331676846355e+07,-4.516770272652144e+08,-9.343283525981891e+07
2.214880524234054e+08,2.607429814523047e+08,1.5496364493682168e+07
-1.288511238399966e+07,3.889877491811622e+08,1.1493672413890524e+07
2.8844596552736676e+08,9.520611631348513e+07,-2.1679579877024185e+07
1.623431090812732e+08,3.4379925755549246e+08,2.1098153033391237e+07
3.930077740839158e+08,5.8025770321828306e+07,3.478506243934948e+07
2.652568744665957e+08,5.5444875854065046e+07,1.5511910063502014e+07
-4.0971573429505736e+08,1.2789443388190082e+08,4.809621471189178e+06
-3.4339636769214773e+08,2.165860765796361e+08,1.7579953394840855e+07
3.430229710643718e+08,-1.1099250845204344e+08,-9.69423567005348e+06
2.994275342972506e+08,3.6403831749656993e+08,-8.248034246236682e+07
-5.84681030760465e+07,-4.2153574743389785e+08,-2.321996387574479e+07
-1.8733776259584475e+08,-2.785218118761084e+08,2.2882301308363352e+07
1.449704029124537e+08,-2.4339393267426866e+08,4.978233014834545e+07
-4.388052911260302e+08,2.079329379816206e+08,-7.28540436878639e+07
-3.238854010410361e+08,1.0456544798479037e+08,-3.2208782532743104e+07
1.8281427440029874e+08,2.130356216407549e+08,5.107887596187046e+06
2.6053281689987218e+08,3.6168197260407495e+08,-8.385111949985636e+06
-1.9615848053248703e+08,2.8692185773943985e+08,3.308443255661744e+07
3.598973420775433e+08,-3.225930324668234e+08,-1.3909466854461534e+07
4.226493587239914e+08,1.2342504769207335e+08,-6.7026243397170335e+07
-3.348510966624033e+08,1.5310741667917017e+07,7.197644228600727e+07
-5.38001525851229e+08,1.98296255491682e+07,7.715773619517992e+07
-4.8764231931611717e+08,9.046819998963882e+07,8.197206511502552e+07
2.6036058900576538e+08,2.786354556270002e+08,2.6446091551078014e+07
2.510090330356738e+08,-2.4467114783700016e+08,2.207486105885417e+07
-3.327099850124788e+08,-1.924532704689145e+08,5.762116826831424e+07
3.8960391219515526e+08,-3.016591247467055e+08,-1.109982588926089e+08
-3.884644701287765e+08,1.185890384256444e+08,-4.206089019193831e+07
-3.162852567780047e+08,1.650552708574518e+08,3.891888426227283e+07
3.486919537016653e+08,-9.531051805570017e+07,4.608651419309018e+07
4.1934752056551117e+08,-1.1443501894499499e+08,4.206187506764544e+06
-4.367646544020621e+08,2.3206316282424897e+08,-5.0504312478295244e+07
7.411237034831676e+08,-3.126165842778432e+08,-2.6045186201927364e+07
4.97276575864965e+07,-4.2730915829603446e+08,6.809110795269519e+07
1.810022861256746e+08,4.238390802158642e+08,-3.6890506717596212e+06
3.5676919670124066e+08,8.01125252676482e+07,3.4561390495954804e+07
-1.7851374636554024e+08,-3.2536383886329937e+08,6.3154371284210145e+07
-1.950139136350246e+08,4.145456864208157e+08,-3.6733763601697676e+07
4.2538653212892044e+08,-1.096297125994682e+08,-1.3863769003887704e+07
-1.3786954365879983e+08,-2.902739114820576e+08,2.3295086336530026e+07
3.7281810755036986e+08,6.361285414185099e+06,-3.8738053172022894e+07
3.7503343928531206e+08,8.74535364912196e+07,-4.88888928829686e+07
4.694347031743419e+07,-3.461129175923391e+08,-7.544910272971795e+07
-2.753037635859091e+08,-1.740713448778726e+08,-2.2370454898674842e+07
4.933173319838074e+07,4.158880070150563e+08,-7.511241132995011e+07
2.0228162747603095e+08,3.476574283426768e+08,1.7202617089999088e+06
2.901898924057983e+08,-2.6261544911920273e+08,6.763567701571721e+06
-2.644252129808201e+07,-3.1787339437255245e+08,2.9747382154923923e+07
-5.668806127488058e+08,5.247849955299692e+07,-1.5401909867206547e+08
3.349405121860029e+08,-3.584808580177073e+07,4.7792142894521095e+07
-3.4556761317110556e+08,-3.151492744479145e+08,-2.2476495410202213e+07
-9.792102832143158e+06,4.203118666383301e+08,-8.328204737762074e+07
2.0618211005427808e+07,2.2671209270626232e+08,1.8662970774499443e+08
2.696843813795147e+08,-7.782424470304775e+07,1.4787969886276295e+07
