8,-2.363232963882204e+08,-2.9383729485276663e+08,3.356863949994082e+07
24,-3.0569662092786515e+08,2.743681912753364e+08,5.267597266030662e+06
40,-1.2523026801495963e+08,3.195398163545117e+08,7.560076569611444e+06
56,-4.033083058655581e+08,-3.257525156912709e+07,-8.359851153149155e+06
72,2.1979473926470762e+08,-2.0005175629294187e+08,2.652383156246859e+07
88,3.6316816176867e+08,1.1431867197123036e+07,3.304682084799685e+07
104,4.4313214666057456e+08,-6.3269377778538615e+07,-1.6661886562713593e+07
120,6.230973524672955e+06,4.7678089467552423e+08,5.534845308377595e+07
136,-3.634932492775481e+08,2.2976215744494013e+07,-1.074948502463188e+07
152,4.1620101044874e+08,-2.431359227684792e+08,-9.742549138150847e+07
168,4.6488831860751027e+08,-7.815438665742692e+07,2.2364707234880242e+07
184,-1.8552545469672987e+08,4.2461098933269113e+08,5.687228746576358e+06
200,5.920912904109728e+07,-4.3691825563392484e+08,-3.872305393235466e+07
216,-9.51833997287163e+07,3.4017697353357863e+08,-7.745914588280278e+07
232,1.873944813285943e+08,-3.257403344556014e+08,2.134084994109765e+07
248,2.2150418691990364e+08,3.232988723168278e+08,5.407966230032109e+06
264,-3.015272095052671e+08,2.9160425234663874e+08,7.70213752143393e+07
280,4.426630454488947e+08,-9.345494491901952e+07,-2.1930811240266055e+07
296,-2.7631158669132745e+08,-2.5759276573950627e+08,1.1296492526749156e+07
312,-4.0619237939426637e+08,1.1663359369429529e+08,2.5460277091826e+07
328,-2.4105377645058474e+08,-4.22586174465603e+08,-1.302070379274773e+08
344,-9.122164772774398e+07,4.846119673358493e+08,1.2993887536273158e+08
360,-2.5485008871085337e+08,-4.5233249497829556e+08,1.020911822595745e+08
376,2.2799012143923283e+07,3.9929574489954126e+08,2.195383973738099e+07
392,-4.819543562190438e+08,-6.703094120852077e+07,-4.633223940467867e+07
408,4.0474367312426335e+08,6.749267069982363e+07,6.2525910537062444e+07
424,3.509313640974157e+07,-4.5467170389202666e+08,5.4381897378389025e+06
440,3.6140284813973024e+07,-3.627600873595155e+08,-2.863658397675331e+06
456,1.4419463707839638e+07,4.687026612921275e+08,-7.603224392784911e+07
472,2.912810204890429e+08,-2.5221236616232598e+08,-2.2769068723085962e+07
488,-3.8321065373162556e+08,8.254426616838142e+07,7.940506097152692e+07
504,2.3020978746148223e+08,-2.3628119440226668e+08,-3.751777819613247e+07
520,-7.467022102495697e+07,3.987677738022244e+08,7.194016991771318e+07
536,3.0618418988580078e+07,5.145986639016249e+08,8.356605970165935e+07
552,-2.9447603664483476e+08,-3.1599968417051774e+08,-3.746452511963106e+07
568,1.2404468703509592e+08,3.368194646463091e+08,6760.6302322714
584,3.683140361388202e+07,3.1450153385011125e+08,1.924117213420326e+07
600,-6.0984772713186145e+06,-3.72731605713589e+08,5.151004496107102e+07
616,-1.7519238906901821e+08,-3.4507896300391674e+08,-9.513657702196875e+07
632,-3.429241564608773e+08,1.9932008161500618e+08,6.878797503775101e+06
648,-1.9477566022174776e+08,-5.010591745844521e+08,-6.255877147472587e+07
664,-2.3255739845446151e+08,5.2360218269867754e+08,-7.24568097647087e+07
680,-3.1420803895780736e+08,4.714735537637917e+08,1.7809383135104907e+08
696,-4.8944010279765064e+08,1.2981396745037666e+08,-8.382378636483659e+07
712,-3.2278028788483894e+08,1.8489653048837498e+08,-8.314870604500328e+07
728,3.0734727861018324e+08,1.5609878648448431e+08,-2.120274958023061e+07
744,1.367179189360456e+08,4.5228727279259455e+08,-5.993173129903367e+07
760,7.2395169148577e+07,-4.629931479502587e+08,-8.283815477140531e+07
776,-5.656660388742933e+07,4.0002363965692425e+08,4.1858027756046206e+07
792,3.3459720935968494e+08,-2.8555236715477884e+08,5.42880120054651e+07
808,3.5316993793348384e+08,-2.6561559587078598e+08,2.2444852176767606e+07
824,-2.9424004257575446e+08,-2.4420013711002636e+08,5.346959603024923e+07
840,-4.695246832520399e+08,4.958232007055176e+07,-8.218361976779571e+07
856,-1.9077938846627742e+08,-2.5398152477501845e+08,7.732172904357213e+07
872,8.453912974930884e+07,4.183081384627218e+08,-4.957334373896534e+07
888,3.559217516168698e+08,-8.142260478591594e+07,-6.158293492589009e+07
904,-4.4273057396358424e+08,-9.39838765177969e+07,-1.3135601141114822e+07
920,-3.689582035267518e+08,5.482383621001445e+07,-2.773923296708707e+07
936,-1.1969912221399423e+08,-4.0226345145719063e+08,-3.3819502857084675e+06
952,3.0138861314963925e+08,-1.9455255584394145e+08,-4.929637699294728e+07
968,6.5738282321011096e+07,3.875493425471667e+08,-6.315205069212909e+07
984,-4.619270601178731e+08,-1.755537030980677e+08,-7.25948170685624e+07
1000,-2.0156896879295945e+08,-2.6230699498345003e+08,-1.2414298675503284e+08
1016,1.5752132488882065e+08,2.418495328084328e+08,2.27008407022688e+07
1032,1.627296082696033e+08,-3.7124500941125387e+08,-4.108850336361141e+07
1048,3.477361777844703e+08,3.2999431695970136e+08,-2.1855373752567068e+07
